,text,target
4541,just found out an outbuilding at one of my other houses has been broken into again that s probably the th or th time now,0
4542,ugh it s april not december there should not be snow on the ground outside,0
4543,i have a stuffy nose,0
4544,i missed it too v upset katie xx,0
4545,had planned to go to miami but christina changed her mind don t want to stay in greece for easter,0
4546,no i can t believe i just wrote that the reason why she couldn t make it was her neighbor shot himself yesterday omg rest in peace,0
4547,kelly good morning fellow tweets there is allot of spamers on here but thats ok i ll just get rid of them,0
4548,nneka this is useless what is twitters point like i don t even know if you can message people mehh,0
4549,but i m not drunk now i needed it last night i was sounding a bit desperate i think,0
4550,and its done now i need to curl it omg i need someone to do this for me then my make up then get dressed then tidy up all befor one,0
4551,underworld will be down soon,0
4552,mccoyle wicked ill ring you after work we can arrange i miss my best buddie oh yes w c s all the way,0
4553,i m not dead despite rumours to the contrary new job means very little online time in the office,0
4554,that s understandable mine is in the summer so i was never the birthday girl in school,0
4555,i wish i was stranded near fam es,0
4556,says ang tagal naman ng may,0
4557,yea it is getting annoying,0
4558,yay lovely weather outside dudes im pretty happy and unlucky same time whatever,0
4559,am sad my sister and niece have gone away,0
4560,doing her english coursework her fingers ache,0
4561,nearly time for me to go home the crew are filming jk being terrified of summat just had two spots of rain dwsr,0
4562,i don t want to be at work lol xx,0
4563,am going to get hot blackcurrant cold drink wish me luck,0
4564,has severe writers block,0
4565,they are saying on the radio that they ve found that some fast food has a high level of saturated fat why did nobody tell me,0
4566,what made you say twitterers are witty as f i guess i m not one of the witty ones since i had to ask,0
4567,lunchbreak and i feel ill today,0
4568,there wasn t an if you actually read this send us an email to win a prize clause in there,0
4569,cant go back to sleep,0
4570,yawn just got up getting ready for school,0
4571,i love the nice weather but since yesterday my allergies started acting up,0
4572,my year old son doesn t like the smiths because that man sings funny,0
4573,of to the hospital for an x ray,0
4574,damp i couldn t wear jeans cuz they were too wet so i had to wear regular sweat pants i look terrible oh i forgot my snack,0
4575,yes thanks i ve just dropped my phone and the screen is smashed up,0
4576,i can t see ur cakes bb i will check later,0
4577,a lot of swearing though,0
4578,just got home from school had a long day in school today,0
4579,getting ready for a nd day of faith based and neighborhood partnerships still happy re ok visit although no braums this time,0
4580,totty why can t i live near work with lovely ladies like you,0
4581,oooh i love those earrings do you mind if i ask which craft store you went to we don t have much up here unfortunately,0
4582,lying in bed with a banging headache,0
4583,brian wenzel premature ejaculation ads making me ill,0
4584,true and lo and behold it just happened again,0
4585,wants twistori screensaver in desktop,0
4586,i wanna go back to sleep,0
4587,why is it so cold i need my paddington bear duffel coat,0
4588,can t wait to get stuck in traffic tomorrow going to manila for a meeting,0
4589,good luck with that in sligo it s raining really bad after a nice and sunny morning,0
4590,off to kl tomorrow not looking forward to the am start,0
4591,preparing quotes all day can be a tiring job,0
4592,missed music monday,0
4593,can t wake up so exhausted,0
4594,is cracking on with her work ugghh i am so bored,0
4595,i have a headache runny nose cold body even though covered with thick blankets a cup of cordial horrible combo,0
4596,i dont wanna look like a clown lol i dont have yellow,0
4597,no time for breakfast,0
4598,alcohol deadlines,0
4599,hurt my ankle working out this morning but i ve lost lbs i m gaining muscle,0
4600,listening to your show as always how could you play half of the new greenday song you just totally crushed my little heart,0
4601,is anyone out there of course not it s am i have to go to work early tomorrow and i can t sleep,0
4602,great pc fixed cs installed but now the wireless adapter doesnt work of to buy a new one,0
4603,views and no takers listing php listing id,0
4604,i saw the show in columbus oh on tried go cincinnati oh but it was sold out u guy were great,0
4605,i lost my nintendo ds,0
4606,and snow to go with it,0
4607,i hate cleaning,0
4608,hard to watch the italian earthquake stuff so many old buildings gone hope these aftershocks stop soon,0
4609,am meant to be lunching with some colleages who are in a meeting i ve no idea when they ll be out nor if they ll tell me when they are,0
4610,today i am attempting to write some dissertation it s very dull especially with the sun shining outside xxxx,0
4611,ohhh stupid whore argh well it is ok i love you,0
4612,unfortunately i missed out on getting a photo with zq zarina gen jess got one though,0
4613,like what there s nothing to do,0
4614,didn t realise she still had itunes credit but thinks she ll get in trouble if she downloads stuff,0
4615,just missed one of the most important parties in my highschool life,0
4616,grrr i hate school thank god it is the easter holidays but still i have homework,0
4617,damn blasted colds,0
4618,i hate waking up early,0
4619,managed to fracture her vertebrae yeh hurts just a bit,0
4620,i think i sprained my pinky last night its swollen and its hurting aww man,0
4621,you dont want to know,0
4622,wants his hat back,0
4623,sitting in the school library passing time till i go home it sucks when you start to not like your job because of your boss,0
4624,has no followers,0
4625,so the island won t be available before easter i hoped it would be an easter present for the players,0
4626,is missing the portuguese sun already,0
4627,squashing bugs left and right good thing they don t have legs oh man i m resorting to developer geek jokes sorry,0
